"ObjectID","GlobalID","SampleDateTime","SampleLocationAccuracy","Gear","PointId","GearPointId","Sector","DissolvedOxygen_mgL","Conductivity_umhosCm","Salinity_ppt","TDS_mgL","pH","Turbidity_NTU","Temperature_F","Notes","CreationDate","Creator","EditDate","Editor","SecchiDepth_m","Precipitation","CloudCover","X","Y"
1287,"79355b8f-f159-4c7f-a796-67558280ffa4",2025-11-07 11:16:00,"2.040816307067871","CrabTrap","S11","CrabTrapS11","2",8.92,1459,0.81,1043,7.79,6.23,70,NA,2025-11-07 14:29:13.691,"GeneralUser.lmmp",2025-11-07 14:29:13.691,"GeneralUser.lmmp",0.85,"No","50",-90.4509327281266,30.2322139358148
1288,"718f9fbf-1fd7-4a7b-81c4-967a4a767d85",2025-11-07 11:25:00,"2.040816307067871","CrabTrap","P12","CrabTrapP12","2",9.86,1582,0.88,1125,8.05,6.25,68.9,NA,2025-11-07 14:29:14.061,"GeneralUser.lmmp",2025-11-07 14:29:14.061,"GeneralUser.lmmp",0.92,"No","25",-90.4764040745795,30.2385887084529
1289,"3394ad27-2b57-49f4-b709-2577c12943a8",2025-11-07 11:33:00,"2.040816307067871","CrabTrap","N13","CrabTrapN13","2",10.21,1583,0.87,1110,8.33,5.03,69.3,NA,2025-11-07 14:29:14.51,"GeneralUser.lmmp",2025-11-07 14:29:14.51,"GeneralUser.lmmp",0.79,"No","0",-90.4949139989913,30.2400751132518
1290,"29c38d49-cb5e-4aca-b761-17f98760c0a2",2025-11-07 11:40:00,"2.040816307067871","CrabTrap","O11","CrabTrapO11","2",9.78,1650,0.9,1152,8.22,5.71,71.1,NA,2025-11-07 14:29:14.973,"GeneralUser.lmmp",2025-11-07 14:29:14.973,"GeneralUser.lmmp",0.71,"No","0",-90.4786422941834,30.2497011842206
1291,"51d5d2a4-e921-4b88-be11-ebfcd9a90ea4",2025-11-07 11:49:00,"2.040816307067871","CrabTrap","Q10","CrabTrapQ10","2",9.79,1649,0.9,1156,8.02,6.1,71.5,NA,2025-11-07 14:29:15.431,"GeneralUser.lmmp",2025-11-07 14:29:15.431,"GeneralUser.lmmp",0.75,"No","0",-90.4610568098724,30.2480083750561
1292,"3fbb3d33-dde8-42da-b3ce-b6413132c3a2",2025-11-07 11:56:00,"2.040816307067871","CrabTrap","S9","CrabTrapS9","2",9.24,1480,0.82,1053,7.8,6.89,69.2,NA,2025-11-07 14:29:15.785,"GeneralUser.lmmp",2025-11-07 14:29:15.785,"GeneralUser.lmmp",0.92,"No","25",-90.4419015627354,30.2467691525817
1293,"e5905462-ea04-41bf-8828-13df0ee47b29",2025-11-07 12:02:00,"2.551020383834839","CrabTrap","S8","CrabTrapS8","2",8.59,1490,0.82,1054,7.59,7.31,69.5,NA,2025-11-07 14:29:16.127,"GeneralUser.lmmp",2025-11-07 14:29:16.127,"GeneralUser.lmmp",0.89,"No","25",-90.4374685417861,30.2542092651129
1294,"ec2bd69d-a8c7-46b3-bba3-45addc4a040c",2025-11-07 12:07:00,"2.040816307067871","CrabTrap","S7","CrabTrapS7","1",7.93,1466,0.81,1036,7.38,8.45,69.3,NA,2025-11-07 14:29:16.58,"GeneralUser.lmmp",2025-11-07 14:29:16.58,"GeneralUser.lmmp",0.9,"No","0",-90.4328610934317,30.2609807532281
1295,"8ba364d1-8f6b-415f-917f-03d628479ecc",2025-11-07 12:14:00,"2.040816307067871","CrabTrap","R7","CrabTrapR7","1",6.77,1530,0.84,1089,7.22,9,70.5,NA,2025-11-07 14:29:16.919,"GeneralUser.lmmp",2025-11-07 14:29:16.919,"GeneralUser.lmmp",0.84,"No",NA,-90.4401607252657,30.2654778538272
1296,"b7c2744c-b37c-4a08-9984-2e5ccf8f202f",2025-11-07 12:22:00,"2.040816307067871","CrabTrap","P8","CrabTrapP8","1",9.37,1579,0.87,1110,8.13,6.68,69.8,NA,2025-11-07 14:29:17.218,"GeneralUser.lmmp",2025-11-07 14:29:17.218,"GeneralUser.lmmp",0.74,"No","25",-90.4588850587606,30.2672548592091
1297,"84ffd409-2850-4709-b84e-5b41ad739cf2",2025-11-07 12:27:00,"2.040816307067871","CrabTrap","O8","CrabTrapO8","1",9.25,1461,0.81,1041,7.99,10.26,68.4,NA,2025-11-07 14:29:17.608,"GeneralUser.lmmp",2025-11-07 14:29:17.608,"GeneralUser.lmmp",0.68,"No","0",-90.4657393600792,30.2715231757611
1298,"455aed90-f001-4e5f-bbe4-cf04aecfaa2c",2025-11-07 12:35:00,"2.040816307067871","CrabTrap","M8","CrabTrapM8","1",10.03,1459,0.8,1034,8.51,7.13,69.4,"Algal patch",2025-11-07 14:29:18.124,"GeneralUser.lmmp",2025-11-07 14:29:18.124,"GeneralUser.lmmp",0.64,"No","25",-90.4808042384684,30.2798306476325
1299,"5aa08d45-e21c-4154-98d2-17599406eb56",2025-11-07 12:46:00,"2.040816307067871","CrabTrap","P6","CrabTrapP6","1",7.02,1460,0.82,1049,7.11,9.53,68.8,"Midge pupae",2025-11-07 14:29:18.471,"GeneralUser.lmmp",2025-11-07 14:29:18.471,"GeneralUser.lmmp",0.69,"No","25",-90.4504299815744,30.281049166806
1300,"4c43867a-366a-4910-81a0-dd44d35efbac",2025-11-07 12:54:00,"2.040816307067871","CrabTrap","Q5","CrabTrapQ5","1",9.41,2013,1.05,1339,7.88,9.66,74,NA,2025-11-07 14:29:18.911,"GeneralUser.lmmp",2025-11-07 14:29:18.911,"GeneralUser.lmmp",0.49,"No","75",-90.4388881009072,30.2837463375181
1301,"dc3a7863-6912-4887-86d4-71eef56dfa63",2025-11-07 13:03:00,"2.040816307067871","CrabTrap","P4","CrabTrapP4","1",9.19,1920,1.06,1348,7.72,10.91,69.4,NA,2025-11-07 14:29:19.359,"GeneralUser.lmmp",2025-11-07 14:29:19.359,"GeneralUser.lmmp",0.5,"No","25",-90.4414181783795,30.2954891324043
1302,"087621e7-5493-4460-9ea1-81aab5910eac",2025-11-07 13:11:00,"2.551020383834839","CrabTrap","R3","CrabTrapR3","1",9.42,1906,1.04,1343,8,9.09,71.8,NA,2025-11-07 14:29:19.694,"GeneralUser.lmmp",2025-11-07 14:29:19.694,"GeneralUser.lmmp",0.59,"No",NA,-90.4234278481454,30.2934812055901
1303,"21397def-6a2b-43ae-afec-aad63d45c1d4",2025-11-07 13:18:00,"2.040816307067871","CrabTrap","S3","CrabTrapS3","1",8.76,1677,0.9,1151,7.6,8.88,71.9,NA,2025-11-07 14:29:19.985,"GeneralUser.lmmp",2025-11-07 14:29:19.985,"GeneralUser.lmmp",0.61,"No","0",-90.4159278050065,30.2894827025011
1304,"95a29285-1b1f-4db5-a434-27c17844ea7b",2025-11-12 11:04:00,"7.142857074737549","Electrofishing","36ESH","Electrofishing36ESH","2",8.49,1367,0.84,1069,7.27,21.4,60.9,NA,2025-11-12 16:32:58.919,"GeneralUser.lmmp",2025-11-12 16:32:58.919,"GeneralUser.lmmp",0.39,"No","0",-90.4304584208876,30.2400246122852
1305,"763ecf41-95eb-4415-ac77-aff5ff223691",2025-11-12 11:45:00,"1.5306122303009033","Electrofishing","37ESH","Electrofishing37ESH","2",8.75,1379,0.84,1075,7.45,23.9,61.4,NA,2025-11-12 16:32:59.444,"GeneralUser.lmmp",2025-11-12 16:32:59.444,"GeneralUser.lmmp",0.39,"No","0",-90.4318561032414,30.2351881284267
1306,"b29bd1b5-b0cc-4cfe-950e-60d6e2b33fbe",2025-11-12 12:37:00,"1.5306122303009033","Electrofishing","67ESH","Electrofishing67ESH","3",9.13,803,0.4,522,7.63,25.02,60.9,NA,2025-11-12 16:32:59.965,"GeneralUser.lmmp",2025-11-12 16:32:59.965,"GeneralUser.lmmp",0.28,"No","0",-90.542976250872,30.1710148109123
1307,"7325ba96-9d5d-4fb4-b1db-21faf74554a8",2025-11-12 12:49:00,"1.5306122303009033","Electrofishing","68ESH","Electrofishing68ESH","3",9.01,637,0.39,508,7.68,19.56,63.1,NA,2025-11-12 16:33:00.423,"GeneralUser.lmmp",2025-11-12 16:33:00.423,"GeneralUser.lmmp",0.5,"No","0",-90.5490703135729,30.1702426699921
1308,"d347354b-4ebc-4f72-ba19-fdc6ec0c7781",2025-11-12 13:35:00,"1.5306122303009033","Electrofishing","89ESH","Electrofishing89ESH","4",10.08,820,0.48,632,7.81,21.18,62.3,NA,2025-11-12 16:33:00.877,"GeneralUser.lmmp",2025-11-12 16:33:00.877,"GeneralUser.lmmp",0.38,"No","0",-90.5722459405661,30.222401493229
1309,"7ba6a2ee-2e32-4d4e-b884-85db81202d4d",2025-11-12 14:18:00,"1.5306122303009033","Electrofishing","93ESH","Electrofishing93ESH","4",11.05,1119,0.63,824,8.39,27.58,65.7,NA,2025-11-12 16:33:01.301,"GeneralUser.lmmp",2025-11-12 16:33:01.301,"GeneralUser.lmmp",0.34,"No","0",-90.5792502779514,30.2373951673508
1310,"dc972789-5782-4ee5-888b-1a04502235e8",2025-11-13 10:10:00,"6.122448921203613","CrabTrap","L19","CrabTrapL19","4",9.96,973,0.58,751,8,18.87,61.5,NA,2025-11-13 14:41:26.981,"GeneralUser.lmmp",2025-11-13 14:41:26.981,"GeneralUser.lmmp",0.45,"No","0",-90.5348728783429,30.2056399499997
1311,"8be00f6f-bb8f-4250-963e-7f77330f9683",2025-11-13 10:18:00,"1.5306122303009033","CrabTrap","L20","CrabTrapL20","4",10.1,981,0.58,755,8.11,20.02,60.8,NA,2025-11-13 14:41:27.998,"GeneralUser.lmmp",2025-11-13 14:41:27.998,"GeneralUser.lmmp",0.35,"No","0",-90.5393610522151,30.1982937566936
1312,"6baa1107-aa48-4c8d-a295-9bd8f5d6487b",2025-11-13 10:25:00,"2.040816307067871","CrabTrap","K20","CrabTrapK20","4",9.93,1018,0.61,787,7.98,19.15,61.3,NA,2025-11-13 14:41:29.032,"GeneralUser.lmmp",2025-11-13 14:41:29.032,"GeneralUser.lmmp",0.37,"No","0",-90.5466307606548,30.2030510734767
1313,"35e4f0fc-e024-48ec-8faa-a6a622237057",2025-11-13 10:36:00,"2.040816307067871","CrabTrap","J24","CrabTrapJ24","4",10.61,1041,0.61,793,8.57,17.12,63.8,NA,2025-11-13 14:41:30.158,"GeneralUser.lmmp",2025-11-13 14:41:30.158,"GeneralUser.lmmp",0.41,"No","0",-90.5707124713808,30.1784584438428
1314,"bf85f915-dad1-4b0d-8d05-5a3e30c4a4cf",2025-11-13 10:47:00,"2.040816307067871","CrabTrap","I20","CrabTrapI20","4",9.16,918,0.55,718,7.79,13.31,61,NA,2025-11-13 14:41:31.177,"GeneralUser.lmmp",2025-11-13 14:41:31.177,"GeneralUser.lmmp",0.44,"No","0",-90.5598901771009,30.2111176913604
1315,"44b9812b-9c45-4cd5-9b25-0090896c0010",2025-11-13 10:52:00,"1.5306122303009033","CrabTrap","I19","CrabTrapI19","4",10.34,999,0.59,767,8.02,14.89,62.9,NA,2025-11-13 14:41:32.149,"GeneralUser.lmmp",2025-11-13 14:41:32.149,"GeneralUser.lmmp",0.41,"No","0",-90.5564523395151,30.2187071694061
1316,"61438cde-e93d-42a1-9a9b-aa1f22ecd9fe",2025-11-13 10:56:00,"2.040816307067871","CrabTrap","H19","CrabTrapH19","4",9.81,875,0.52,669,7.82,16.64,63.5,NA,2025-11-13 14:41:33.195,"GeneralUser.lmmp",2025-11-13 14:41:33.195,"GeneralUser.lmmp",0.38,"No","0",-90.5636499635875,30.22295800969
1317,"8879289d-d7ba-432c-9472-8ef85edbf899",2025-11-13 11:02:00,"2.040816307067871","CrabTrap","G19","CrabTrapG19","4",10.44,1331,0.76,983,8.33,15.93,65.5,NA,2025-11-13 14:41:34.361,"GeneralUser.lmmp",2025-11-13 14:41:34.361,"GeneralUser.lmmp",0.44,"No","0",-90.57034551166,30.2274689404294
1318,"62332da7-71dc-49f5-bf0e-462679bca596",2025-11-13 11:07:00,"2.040816307067871","CrabTrap","G18","CrabTrapG18","4",10.66,1276,0.75,964,8.21,13.99,63.1,NA,2025-11-13 14:41:35.48,"GeneralUser.lmmp",2025-11-13 14:41:35.48,"GeneralUser.lmmp",0.49,"No","0",-90.5661674682051,30.2344758342952
1319,"2f4ac04d-79b5-48ad-ae8f-02b1a0c77b03",2025-11-13 11:23:00,"1.5306122303009033","CrabTrap","K17","CrabTrapK17","4",10.47,1083,0.62,803,8.43,16.42,65,NA,2025-11-13 14:41:36.805,"GeneralUser.lmmp",2025-11-13 14:41:36.805,"GeneralUser.lmmp",0.34,"No","0",-90.5336928740144,30.2249421318993
1320,"1e0eac63-9c3c-48ae-8edc-0a431d96a261",2025-11-13 11:32:00,"1.5306122303009033","CrabTrap","K15","CrabTrapK15","5",10.48,1151,0.68,879,8.47,16.57,63,NA,2025-11-13 14:41:38.046,"GeneralUser.lmmp",2025-11-13 14:41:38.046,"GeneralUser.lmmp",0.38,"No","0",-90.5250016786158,30.2388829970732
1321,"64e2d4fa-8243-428a-840d-ff0661f2778a",2025-11-13 11:39:00,"2.040816307067871","CrabTrap","K13","CrabTrapK13","5",10.4,1315,0.79,1015,8.48,14.78,61.8,NA,2025-11-13 14:41:40.309,"GeneralUser.lmmp",2025-11-13 14:41:40.309,"GeneralUser.lmmp",0.37,"No","0",-90.5156039725989,30.2529772510752
1322,"182b4aff-579d-4bff-bfb1-12a75a376051",2025-11-13 11:49:00,"2.040816307067871","CrabTrap","H15","CrabTrapH15","5",10.61,1279,0.74,957,8.42,11.8,65.2,NA,2025-11-13 14:41:41.458,"GeneralUser.lmmp",2025-11-13 14:41:41.458,"GeneralUser.lmmp",0.43,"No","0",-90.5463815666735,30.2511971024796
1323,"7805dc21-abef-4b38-895b-10ce74f14326",2025-11-13 12:00:00,"2.551020383834839","CrabTrap","F16","CrabTrapF16","5",10.41,1327,0.77,996,8.34,11.53,64.7,NA,2025-11-13 14:41:42.518,"GeneralUser.lmmp",2025-11-13 14:41:42.518,"GeneralUser.lmmp",0.44,"No","0",-90.5658513028175,30.2531721303239
1324,"c40aaff4-1381-48b4-a7ad-bff5a497a182",2025-11-13 12:05:00,"2.040816307067871","CrabTrap","E15","CrabTrapE15","5",10.43,1363,0.79,1016,8.46,11.19,65,NA,2025-11-13 14:41:43.521,"GeneralUser.lmmp",2025-11-13 14:41:43.521,"GeneralUser.lmmp",0.44,"No","25",-90.5665537063032,30.2649911586195
1325,"9e7ddddf-3a08-44b2-9db0-5292cd66f963",2025-11-13 12:12:00,"2.040816307067871","CrabTrap","G14","CrabTrapG14","5",10.23,1425,0.82,1049,8.43,11.83,66.1,NA,2025-11-13 14:41:45.406,"GeneralUser.lmmp",2025-11-13 14:41:45.406,"GeneralUser.lmmp",0.44,"No","50",-90.548991439864,30.2628051163629
1326,"c8a59353-7d5f-43d7-94cc-3e48d8448cbd",2025-11-13 12:21:00,"2.040816307067871","CrabTrap","I12","CrabTrapI12","5",10.55,1479,0.84,1082,8.59,10.69,66.1,NA,2025-11-13 14:41:46.38,"GeneralUser.lmmp",2025-11-13 14:41:46.38,"GeneralUser.lmmp",0.44,"No","50",-90.525993257761,30.2682535210624
1327,"f931c671-618f-480a-b85a-f6a1d86ad4a4",2025-11-13 12:31:00,"2.040816307067871","CrabTrap","G12","CrabTrapG12","5",10.69,1472,0.84,1082,8.53,9.93,66,NA,2025-11-13 14:41:47.349,"GeneralUser.lmmp",2025-11-13 14:41:47.349,"GeneralUser.lmmp",0.54,"No","50",-90.5402782000601,30.276973717846
1328,"fc053975-4284-4519-a741-29e43f9e7948",2025-11-13 12:36:00,"2.040816307067871","CrabTrap","H11","CrabTrapH11","5",10.56,1704,0.87,1108,8.6,8.96,65.4,NA,2025-11-13 14:41:48.452,"GeneralUser.lmmp",2025-11-13 14:41:48.452,"GeneralUser.lmmp",0.49,"No","75",-90.5288755428046,30.2795457886532
1329,"ebea36f3-00b7-4610-be3c-ab60d4808d20",2025-11-13 12:46:00,"2.040816307067871","CrabTrap","D13","CrabTrapD13","5",10.16,996,0.56,734,7.52,10.51,65.8,NA,2025-11-13 14:41:49.571,"GeneralUser.lmmp",2025-11-13 14:41:49.571,"GeneralUser.lmmp",0.7,"No","75",-90.5663720704615,30.282874032855
1330,"6eb7fbcd-b7f8-4ef5-ab7f-6bbc6d7fa013",2025-11-13 12:53:00,"2.040816307067871","CrabTrap","D11","CrabTrapD11","6",10.32,1172,0.66,861,7.92,10.76,66.3,NA,2025-11-13 14:41:50.784,"GeneralUser.lmmp",2025-11-13 14:41:50.784,"GeneralUser.lmmp",0.42,"No","75",-90.5578209366649,30.2970192907378
1331,"811754bd-bdcb-4d50-94b4-a65625b93358",2025-11-13 13:02:00,"2.040816307067871","CrabTrap","G10","CrabTrapG10","6",10.5,1529,0.87,1117,8.67,8.56,65.6,NA,2025-11-13 14:41:51.932,"GeneralUser.lmmp",2025-11-13 14:41:51.932,"GeneralUser.lmmp",0.46,"No","75",-90.5312570091337,30.2910423651338
1332,"983c8d7c-f8b1-4946-93d7-91a768cfa223",2025-11-13 13:08:00,"2.040816307067871","CrabTrap","H9","CrabTrapH9","6",10.51,1460,0.87,1117,8.71,8.44,63.3,NA,2025-11-13 14:41:52.944,"GeneralUser.lmmp",2025-11-13 14:41:52.944,"GeneralUser.lmmp",0.5,"No","75",-90.5204027798027,30.2940417034552
1333,"401d957b-0b14-4c28-ad2f-4131769d9635",2025-11-13 13:18:00,"2.040816307067871","CrabTrap","I9","CrabTrapI9","6",10.56,1536,0.88,1128,8.72,7.5,66.9,NA,2025-11-13 14:41:53.814,"GeneralUser.lmmp",2025-11-13 14:41:53.814,"GeneralUser.lmmp",0.5,"No","75",-90.5125614255667,30.2898567449301
1334,"d3c60cfe-da2d-47d0-b5f3-492e23695bb8",2025-11-13 13:25:00,"2.040816307067871","CrabTrap","K9","CrabTrapK9","6",10.47,1562,0.88,1132,8.69,6.8,66.7,NA,2025-11-13 14:41:54.786,"GeneralUser.lmmp",2025-11-13 14:41:54.786,"GeneralUser.lmmp",0.5,"No","50",-90.4986600391567,30.2812932059169
1335,"d52b0d31-eb84-4812-80a4-6287673355a1",2025-11-13 13:30:00,"2.040816307067871","CrabTrap","I8","CrabTrapI8","6",10.38,1514,0.59,1132,8.75,8.04,65.6,NA,2025-11-13 14:41:55.867,"GeneralUser.lmmp",2025-11-13 14:41:55.867,"GeneralUser.lmmp",0.48,"No","50",-90.5089314747602,30.2975515415892
1336,"f681fd05-7750-4e58-b735-d4a5374c894b",2025-11-13 13:38:00,"2.040816307067871","CrabTrap","I7","CrabTrapI7","6",10.56,1527,0.88,1121,8.75,7.18,64.8,NA,2025-11-13 14:41:56.898,"GeneralUser.lmmp",2025-11-13 14:41:56.898,"GeneralUser.lmmp",0.46,"No","0",-90.5042401235551,30.3045445214957
1337,"57347cc1-f530-45eb-8632-1bec564bf849",2025-11-13 13:48:00,"2.040816307067871","CrabTrap","F8","CrabTrapF8","6",10.34,1472,0.83,1071,8.47,10,66.9,NA,2025-11-13 14:41:57.994,"GeneralUser.lmmp",2025-11-13 14:41:57.994,"GeneralUser.lmmp",0.43,"No","0",-90.5309862736613,30.3097203467041
1338,"7c8ab6e5-9d78-4d50-9b1e-e86d7dd96b19",2025-11-13 13:59:00,"2.040816307067871","CrabTrap","H3","CrabTrapH3","6",10,1096,0.64,819,7.83,10.66,65.6,NA,2025-11-13 14:41:59.097,"GeneralUser.lmmp",2025-11-13 14:41:59.097,"GeneralUser.lmmp",0.46,"No","0",-90.4942892119288,30.3366402117535
1339,"8fc7644e-b2f9-4c1f-a527-ebaababf1a64",2025-11-13 14:08:00,"2.040816307067871","CrabTrap","K3","CrabTrapK3","6",10.68,1360,0.77,993,8.73,8.22,66.7,NA,2025-11-13 14:42:00.185,"GeneralUser.lmmp",2025-11-13 14:42:00.185,"GeneralUser.lmmp",0.5,"No","0",-90.4731852561235,30.3237291052938
1340,"96871c59-b4bd-4cf4-86ac-a4002529aac8",2025-11-18 09:30:00,"6.122448921203613","Electrofishing","96ESH","Electrofishing96ESH","5",9.86,1377,0.75,965,8.45,13.65,70.1,"Fog",2025-11-18 15:52:42.752,"GeneralUser.lmmp",2025-11-18 15:52:42.752,"GeneralUser.lmmp",0.45,"No","75",-90.5822017975152,30.2494449494407
1341,"7fb10be3-14da-497c-9376-14923fc23872",2025-11-18 10:28:00,"1.0204081535339355","Electrofishing","101ESH","Electrofishing101ESH","5",10.42,1412,0.75,967,8.81,12.56,72.3,NA,2025-11-18 15:52:43.377,"GeneralUser.lmmp",2025-11-18 15:52:43.377,"GeneralUser.lmmp",0.5,"No","25",-90.5785598605871,30.2694841939956
1342,"dccd6cef-d003-4177-849c-0624ea6375e9",2025-11-18 11:16:00,"1.5306122303009033","Electrofishing","108ESH","Electrofishing108ESH","5",10.52,1351,0.72,934,8.43,8.84,71.5,NA,2025-11-18 15:52:43.94,"GeneralUser.lmmp",2025-11-18 15:52:43.94,"GeneralUser.lmmp",0.52,"No","50",-90.5604087654501,30.2939326968044
1343,"0b652595-7b29-4cb7-b593-62fd2ce33e6c",2025-11-18 12:26:00,"1.5306122303009033","Electrofishing","110ESH","Electrofishing110ESH","6",10.38,1443,0.76,983,8.53,7.82,72.9,NA,2025-11-18 15:52:44.381,"GeneralUser.lmmp",2025-11-18 15:52:44.381,"GeneralUser.lmmp",0.75,"No","25",-90.555458329618,30.3007514588535
1344,"b68ccd38-550b-4417-b1c8-a37b11c71234",2025-11-18 13:00:00,"1.5306122303009033","Electrofishing","113ESH","Electrofishing113ESH","6",10.52,1460,0.76,981,8.84,9.57,73.9,NA,2025-11-18 15:52:45.402,"GeneralUser.lmmp",2025-11-18 15:52:45.402,"GeneralUser.lmmp",0.48,"No","25",-90.5398493818939,30.3047922067344
1345,"aa23e922-d213-4661-aca4-6a554faf713c",2025-11-18 13:35:00,"1.5306122303009033","Electrofishing","119ESH","Electrofishing119ESH","6",10.66,1502,0.77,998,8.88,9.08,74.9,NA,2025-11-18 15:52:45.943,"GeneralUser.lmmp",2025-11-18 15:52:45.943,"GeneralUser.lmmp",0.5,"No","0",-90.5192713066936,30.322897201404
1346,"684d2001-0a54-4936-b04f-0b11ae2dca08",2025-11-19 10:31:00,"1.5306122303009033","Electrofishing","6ESH","Electrofishing6ESH","1",8.88,1900,1.06,1348,7.68,10.84,69,NA,2025-11-19 16:38:45.734,"GeneralUser.lmmp",2025-11-19 16:38:45.734,"GeneralUser.lmmp",0.5,"No","100",-90.4469890426844,30.3262181533501
1347,"9bdd4916-1b60-4226-b2d7-7be43b0296d3",2025-11-19 11:04:00,"1.5306122303009033","Electrofishing","7ESH","Electrofishing7ESH","1",9.55,2197,1.24,1549,8.17,11.17,69.9,NA,2025-11-19 16:38:46.381,"GeneralUser.lmmp",2025-11-19 16:38:46.381,"GeneralUser.lmmp",0.45,"No","0",-90.443422794342,30.3251629136503
1348,"2ddeba97-63d5-4a8b-9968-360ebb275650",2025-11-19 11:41:00,"1.5306122303009033","Electrofishing","12ESH","Electrofishing12ESH","1",10.01,2460,1.35,1696,8.41,9.94,71.6,NA,2025-11-19 16:38:46.837,"GeneralUser.lmmp",2025-11-19 16:38:46.837,"GeneralUser.lmmp",0.47,"No","0",-90.4220812954009,30.315211750567
1349,"4fdf32fb-bf7e-49c0-84d1-a55ed40689a3",2025-11-19 12:31:00,"1.5306122303009033","Electrofishing","15ESH","Electrofishing15ESH","1",9.78,2373,1.3,1637,8.34,9.81,71.5,NA,2025-11-19 16:38:47.35,"GeneralUser.lmmp",2025-11-19 16:38:47.35,"GeneralUser.lmmp",0.5,"No","0",-90.4204500932246,30.3079197881743
1350,"d365d3dd-9aea-4805-b189-2f404e27e820",2025-11-19 13:04:00,"1.5306122303009033","Electrofishing","18ESH","Electrofishing18ESH","1",9.5,2608,1.44,1802,7.91,10.18,70.7,NA,2025-11-19 16:38:47.897,"GeneralUser.lmmp",2025-11-19 16:38:47.897,"GeneralUser.lmmp",0.47,"No","0",-90.4270959366113,30.2975795790553
1351,"8e0deaaa-318d-431b-93b7-bf3d7cb4b1e9",2025-11-19 13:38:00,"1.5306122303009033","Electrofishing","22ESH","Electrofishing22ESH","1",10.1,3322,1.84,2278,8.45,10.4,72.4,NA,2025-11-19 16:38:48.353,"GeneralUser.lmmp",2025-11-19 16:38:48.353,"GeneralUser.lmmp",0.5,"No","0",-90.4092001542449,30.2885527722538
1352,"1c14c561-d301-4039-9dae-e7ad88859aa5",2025-11-19 14:09:00,"1.5306122303009033","Electrofishing","26ESH","Electrofishing26ESH","1",7.54,2122,1.19,1.19,7.42,22.02,69.2,NA,2025-11-19 16:38:48.793,"GeneralUser.lmmp",2025-11-19 16:38:48.793,"GeneralUser.lmmp",0.33,"No","0",-90.4052630905062,30.275411834009
1353,"0e796be2-0f45-4ed3-9728-6a4af7bddd18",2025-11-20 11:40:00,"1.5306122303009033","Electrofishing","123ESH","Electrofishing123ESH","6",9.78,1430,0.74,955,8.06,15.27,74.4,NA,2025-11-20 15:18:08.295,"GeneralUser.lmmp",2025-11-20 15:18:08.295,"GeneralUser.lmmp",0.38,"No","0",-90.5037794541568,30.3338291728869
1354,"4fe2f89d-e6c5-465b-bb2b-7f8a5dd667ab",2025-11-20 12:27:00,"1.5306122303009033","Electrofishing","124ESH","Electrofishing124ESH","6",9.34,1424,0.73,951,7.91,15.16,74.9,NA,2025-11-20 15:18:09.479,"GeneralUser.lmmp",2025-11-20 15:18:09.479,"GeneralUser.lmmp",0.33,"No","0",-90.499310977757,30.3370629949495
1355,"db1c0920-570b-4f1e-b661-4f46bcf39d47",2025-11-20 13:03:00,"1.5306122303009033","Electrofishing","127ESH","Electrofishing127ESH","6",10.39,1512,0.75,976,8.61,13.86,77.6,NA,2025-11-20 15:18:10.584,"GeneralUser.lmmp",2025-11-20 15:18:10.584,"GeneralUser.lmmp",0.4,"No","0",-90.4850612394512,30.3428411437199
1356,"2db1da5c-f2f8-4cf0-84ee-08a46ba07dd8",2025-12-03 09:46:00,"6.63265323638916","Dredge","M8","DredgeM8","1",9.25,1504,0.98,1243,7.4,16.75,56.8,NA,2025-12-03 15:10:39.041,"GeneralUser.lmmp",2025-12-03 15:10:39.041,"GeneralUser.lmmp",NA,"No","75",-90.4801146592945,30.2803952526301
1357,"a2267135-b5b8-43fd-8d99-c983edd524c8",2025-12-03 10:03:00,"1.5306122303009033","Dredge","N8","DredgeN8","1",9.35,1474,0.96,1220,7.72,18.25,56.8,NA,2025-12-03 15:10:39.715,"GeneralUser.lmmp",2025-12-03 15:10:39.715,"GeneralUser.lmmp",NA,"No","75",-90.473220711574,30.2753389533609
1358,"eeb281fb-f21d-46ff-a5d0-f7094dd8d9f1",2025-12-03 10:15:00,"2.040816307067871","Dredge","O8","DredgeO8","1",9.11,1676,1.1,1387,7.56,15.4,56.8,NA,2025-12-03 15:10:40.277,"GeneralUser.lmmp",2025-12-03 15:10:40.277,"GeneralUser.lmmp",NA,"No","75",-90.4658953472972,30.2711561322212
1359,"e7090d69-1fc6-428e-9b5f-38e71c2bbeb5",2025-12-03 10:32:00,"2.040816307067871","Dredge","O11","DredgeO11","2",9.54,1209,0.78,1000,7.63,15.25,56.8,NA,2025-12-03 15:10:40.847,"GeneralUser.lmmp",2025-12-03 15:10:40.847,"GeneralUser.lmmp",NA,"No","75",-90.4792741220444,30.2497332869098
1360,"a15935b9-98a1-464b-bfe0-bab7f4cbeb91",2025-12-03 10:45:00,"2.040816307067871","Dredge","P11","DredgeP11","2",9.55,1111,0.71,920,7.64,19.86,56.7,NA,2025-12-03 15:10:41.37,"GeneralUser.lmmp",2025-12-03 15:10:41.37,"GeneralUser.lmmp",NA,"No","75",-90.4720567166805,30.2449104655534
